,TGA,RRP,RESERVE_BALANCE,SP500
2024-01-24,799358.0,639.56,3526683.0,4868.55
2024-01-31,841550.0,615.379,3526230.0,4845.65
2024-02-07,802135.0,553.055,3599323.0,4995.06
2024-02-14,838005.0,575.332,3540945.0,5000.62
2024-02-21,785465.0,574.882,3565999.0,4981.8
2024-02-28,785821.0,569.855,3567552.0,5069.76
2024-03-06,767733.0,456.847,3626176.0,5104.76
2024-03-13,768369.0,521.738,3624633.0,5165.31
2024-03-20,809298.0,496.245,3553424.0,5224.62
2024-03-27,802233.0,518.357,3496121.0,5248.49
2024-04-03,768651.0,436.631,3414288.0,5211.49
2024-04-10,704971.0,445.816,3586845.0,5160.64
2024-04-17,796535.0,440.508,3522717.0,5022.21
2024-04-24,941430.0,441.215,3324363.0,5071.63
2024-05-01,917177.0,438.148,3252733.0,5018.39
2024-05-08,851591.0,493.427,3331156.0,5187.67
2024-05-15,787133.0,443.779,3369747.0,5308.15
2024-05-22,725376.0,496.382,3390794.0,5307.01
2024-05-29,704335.0,459.314,3409342.0,5266.95
2024-06-05,710309.0,371.841,3408310.0,5354.03
2024-06-12,673573.0,447.574,3455134.0,5421.03
2024-06-19,723410.0,375.542,3434274.0,5487.03
2024-06-26,765417.0,490.156,3302647.0,5477.9
2024-07-03,761373.0,425.898,3184180.0,5537.02
2024-07-10,736402.0,422.147,3341977.0,5633.91
2024-07-17,751593.0,399.401,3331425.0,5588.27
2024-07-24,774315.0,399.121,3308580.0,5427.13
2024-07-31,786486.0,413.2,3293519.0,5522.3
2024-08-07,770931.0,286.66,3351662.0,5199.5
2024-08-14,794120.0,328.472,3346138.0,5455.21
2024-08-21,736494.0,321.329,3355586.0,5620.85
2024-08-28,745851.0,388.89,3313566.0,5592.18
2024-09-04,733959.0,337.312,3243002.0,5520.07
2024-09-11,755958.0,279.215,3320818.0,5554.13
2024-09-18,771194.0,305.831,3313281.0,5618.26
2024-09-25,806771.0,416.193,3169149.0,5722.26
2024-10-02,798277.0,383.398,3089598.0,5709.54
2024-10-09,802115.0,343.448,3186207.0,5792.04
2024-10-16,791792.0,272.028,3209877.0,5842.47
2024-10-23,829991.0,270.839,3230145.0,5797.42
2024-10-30,835237.0,228.946,3236958.0,5813.67
2024-11-06,842051.0,177.871,3274120.0,5929.04
2024-11-13,832186.0,238.106,3244149.0,5985.38
2024-11-20,751873.0,217.793,3286885.0,5917.11
2024-11-27,775250.0,169.815,3227674.0,5998.74
2024-12-04,789516.0,162.866,3225075.0,6086.49
2024-12-11,775067.0,180.12,3264559.0,6084.19
2024-12-18,767932.0,131.651,3282229.0,5872.16
2024-12-25,764770.0,180.989,3247382.0,6040.04
2025-01-01,719873.0,473.46,3095997.0,5881.63
2025-01-08,652636.0,185.144,3254743.0,5918.25
2025-01-15,641225.0,119.977,3340816.0,5949.91
2025-01-22,677282.0,123.981,3332278.0,6086.37
2025-01-29,784206.0,121.842,3224785.0,6039.31
2025-02-05,805593.0,78.788,3177065.0,6061.48
2025-02-12,828102.0,67.67,3220027.0,6051.97
2025-02-19,790062.0,73.196,3270082.0,6144.15
2025-02-26,681161.0,126.058,3327249.0,5956.06
2025-03-05,548331.0,139.493,3312625.0,5842.63
2025-03-12,512581.0,131.055,3400235.0,5599.3
2025-03-19,435936.0,193.378,3467789.0,5675.29
2025-03-26,360177.0,241.371,3450933.0,5712.2
2025-04-02,313326.0,233.488,3379339.0,5670.97
2025-04-09,306049.0,168.115,3474682.0,5456.9
2025-04-16,422983.0,54.772,3452030.0,5275.7
2025-04-23,606632.0,171.78,3256734.0,5375.86
2025-04-30,595741.0,250.601,3219214.0,5569.06
2025-05-07,583727.0,154.859,3218636.0,5631.28
2025-05-14,575846.0,165.024,3235723.0,5892.58
2025-05-21,503055.0,162.802,3289469.0,5844.61
2025-05-28,467204.0,173.641,3270661.0,5888.55
2025-06-04,378947.0,168.882,3294381.0,5970.81
2025-06-11,332907.0,204.625,3407108.0,6022.24
2025-06-18,337762.0,205.05,3406366.0,5980.87
2025-06-25,364375.0,210.879,3369328.0,6092.16
2025-07-02,359516.0,237.307,3225980.0,6227.42
2025-07-09,319889.0,227.273,3330249.0,6263.26
2025-07-16,296247.0,197.086,3398822.0,6263.7
2025-07-23,323176.0,189.632,3362277.0,6358.91
2025-07-30,370507.0,155.481,3347414.0,6362.9
2025-08-06,421043.0,91.966,3332492.0,6345.06
2025-08-13,504304.0,57.202,3320050.0,6466.58
2025-08-20,519534.0,34.999,3317292.0,6395.78
2025-08-27,589998.0,34.744,3224967.0,6481.4
2025-09-03,597513.0,17.923,3181701.0,6448.26
2025-09-10,672274.0,29.4,3160774.0,6532.04
2025-09-17,756376.0,13.963,3073355.0,6600.35
2025-09-24,804856.0,29.172,3002218.0,6637.97
2025-10-01,805139.0,10.179,2966094.0,6711.2
2025-10-08,807428.0,5.231,2998471.0,6753.72
2025-10-15,809593.0,5.484,3019028.0,6671.06
2025-10-22,908001.0,4.005,2933037.0,6699.4
2025-10-29,957990.0,19.504,2848021.0,6890.59
2025-11-05,940979.0,12.814,2862569.0,6796.29
2025-11-12,953816.0,5.886,2855030.0,6850.92
2025-11-19,941926.0,1.129,2888643.0,6642.16
2025-11-26,903394.0,2.217,2896586.0,6812.61
2025-12-03,937167.0,2.514,2858284.0,6849.72
2025-12-10,,3.211,,6840.51
