,TGA,RRP,RESERVE_BALANCE,SP500
2017-10-18,178974.0,121.457,2281294.0,2561.26
2017-10-25,196332.0,112.057,2243832.0,2557.15
2017-11-01,193546.0,87.165,2243215.0,2579.36
2017-11-08,177780.0,74.546,2311929.0,2594.38
2017-11-15,174631.0,35.038,2336255.0,2564.62
2017-11-22,163579.0,51.634,2339907.0,2597.08
2017-11-29,172282.0,67.019,2294895.0,2626.07
2017-12-06,127586.0,76.368,2325090.0,2629.27
2017-12-13,76208.0,143.392,2352562.0,2662.85
2017-12-20,155612.0,127.582,2269164.0,2679.25
2017-12-27,190283.0,147.749,2201425.0,2682.62
2018-01-03,211566.0,131.622,2045930.0,2713.06
2018-01-10,206215.0,57.954,2232897.0,2748.23
2018-01-17,227665.0,20.548,2249899.0,2802.56
2018-01-24,269118.0,36.371,2210944.0,2837.54
2018-01-31,270244.0,65.797,2203630.0,2823.81
2018-02-07,203936.0,48.12,2244845.0,2681.66
2018-02-14,197681.0,38.518,2253929.0,2698.63
2018-02-21,214677.0,45.171,2223380.0,2701.33
2018-02-28,202620.0,44.51,2232947.0,2713.83
2018-03-07,195071.0,14.295,2252016.0,2726.8
2018-03-14,249929.0,4.97,2204829.0,2749.48
2018-03-21,316454.0,20.586,2123587.0,2711.93
2018-03-28,318858.0,17.898,2113321.0,2605.0
2018-04-04,303916.0,4.57,2094045.0,2644.69
2018-04-11,294083.0,2.361,2119965.0,2642.19
2018-04-18,275246.0,14.021,2141390.0,2708.64
2018-04-25,359599.0,3.57,2052590.0,2639.4
2018-05-02,399984.0,6.52,1994584.0,2635.67
2018-05-09,353741.0,2.72,2025750.0,2697.79
2018-05-16,337258.0,2.545,2036270.0,2722.46
2018-05-23,326445.0,2.929,2021946.0,2733.29
2018-05-30,325351.0,3.92,2019681.0,2724.01
2018-06-06,294069.0,16.772,2029579.0,2772.35
2018-06-13,281188.0,3.025,2057269.0,2775.63
2018-06-20,352777.0,0.32,1971983.0,2767.32
2018-06-27,373940.0,20.68,1940847.0,2699.63
2018-07-04,336026.0,4.852,1917987.0,2713.22
2018-07-11,326476.0,1.23,1958085.0,2774.02
2018-07-18,324457.0,6.021,1967119.0,2815.62
2018-07-25,348886.0,0.72,1947119.0,2846.07
2018-08-01,351523.0,0.795,1937548.0,2813.36
2018-08-08,326471.0,1.659,1951389.0,2857.7
2018-08-15,342799.0,0.315,1922547.0,2818.37
2018-08-22,348393.0,1.126,1883254.0,2861.82
2018-08-29,342543.0,0.84,1883924.0,2914.04
2018-09-05,323764.0,0.01,1895010.0,2888.6
2018-09-12,303654.0,1.315,1920976.0,2888.92
2018-09-19,335878.0,8.915,1879896.0,2907.95
2018-09-26,370031.0,5.625,1832500.0,2905.97
2018-10-03,368007.0,2.954,1801576.0,2925.51
2018-10-10,324721.0,2.39,1865065.0,2785.68
2018-10-17,332923.0,0.174,1853533.0,2809.21
2018-10-24,369576.0,6.444,1817608.0,2656.1
2018-10-31,373368.0,4.815,1802252.0,2711.74
2018-11-07,319984.0,1.875,1826131.0,2813.89
2018-11-14,341094.0,0.66,1801383.0,2701.58
2018-11-21,330202.0,16.205,1757729.0,2649.93
2018-11-28,340596.0,1.464,1738659.0,2743.79
2018-12-05,337564.0,2.21,1738141.0,2700.06
2018-12-12,334967.0,0.461,1735539.0,2651.07
2018-12-19,350714.0,5.982,1699138.0,2506.96
2018-12-26,374085.0,1.005,1661223.0,2467.7
2019-01-02,379902.0,19.481,1621856.0,2510.03
2019-01-09,356698.0,2.537,1650387.0,2584.96
2019-01-16,351180.0,1.316,1664138.0,2616.1
2019-01-23,389626.0,11.415,1621876.0,2638.7
2019-01-30,403276.0,0.99,1617539.0,2681.05
2019-02-06,352375.0,1.926,1648553.0,2731.61
2019-02-13,359109.0,1.697,1649973.0,2753.03
2019-02-20,333896.0,2.275,1632580.0,2784.7
2019-02-27,310574.0,1.915,1640750.0,2792.38
2019-03-06,220045.0,2.115,1721614.0,2771.45
2019-03-13,245972.0,0.016,1703948.0,2810.92
2019-03-20,303623.0,0.617,1629731.0,2824.23
2019-03-27,310868.0,0.166,1622282.0,2805.37
2019-04-03,310188.0,0.016,1600398.0,2873.4
2019-04-10,262617.0,2.731,1634591.0,2888.21
2019-04-17,285264.0,0.015,1604479.0,2900.45
2019-04-24,378602.0,9.515,1505430.0,2927.25
2019-05-01,400498.0,0.027,1461419.0,2923.73
2019-05-08,348357.0,0.021,1484975.0,2879.42
2019-05-15,323786.0,0.46,1509867.0,2850.96
2019-05-22,282864.0,3.751,1518157.0,2856.27
2019-05-29,247777.0,2.226,1544711.0,2783.02
2019-06-05,223638.0,2.255,1537089.0,2826.15
2019-06-12,187560.0,1.705,1586963.0,2879.84
2019-06-19,198398.0,22.357,1567955.0,2926.46
2019-06-26,248302.0,7.784,1504737.0,2913.78
2019-07-03,245306.0,6.849,1456496.0,2995.82
2019-07-10,211115.0,6.252,1499806.0,2993.07
2019-07-17,197005.0,1.96,1515664.0,2984.42
2019-07-24,193362.0,8.255,1518322.0,3019.56
2019-07-31,163763.0,7.367,1534523.0,2980.38
2019-08-07,131704.0,3.622,1539244.0,2883.98
2019-08-14,129957.0,2.744,1550406.0,2840.6
2019-08-21,125725.0,15.153,1516045.0,2924.43
2019-08-28,145957.0,4.255,1498680.0,2887.94
2019-09-04,148740.0,1.425,1487555.0,2937.78
2019-09-11,185342.0,3.612,1456796.0,3000.93
2019-09-18,250226.0,18.91,1394122.0,3006.73
2019-09-25,314189.0,0.133,1400171.0,2984.87
2019-10-02,335171.0,3.054,1469200.0,2887.61
2019-10-09,318191.0,1.469,1506455.0,2919.4
2019-10-16,324604.0,1.803,1480368.0,2989.69
2019-10-23,377985.0,18.29,1449043.0,3004.52
2019-10-30,389872.0,0.196,1483702.0,3046.77
2019-11-06,377029.0,1.65,1523939.0,3076.78
2019-11-13,381955.0,1.762,1532316.0,3094.04
2019-11-20,368813.0,26.026,1518759.0,3108.46
2019-11-27,360941.0,0.506,1526697.0,3153.63
2019-12-04,346971.0,0.0,1573261.0,3112.76
2019-12-11,326865.0,0.605,1638657.0,3141.63
2019-12-18,332592.0,13.362,1660249.0,3191.14
2019-12-25,367820.0,4.423,1651927.0,3223.38
2020-01-01,382553.0,64.087,1615846.0,3230.78
2020-01-08,367002.0,0.876,1654086.0,3253.05
2020-01-15,350987.0,0.675,1686801.0,3289.29
2020-01-22,403941.0,15.604,1621689.0,3321.75
2020-01-29,432061.0,0.3,1616342.0,3273.4
2020-02-05,413322.0,4.112,1645016.0,3334.69
2020-02-12,411237.0,0.309,1675566.0,3379.45
2020-02-19,428805.0,0.095,1654118.0,3386.15
2020-02-26,439365.0,2.3,1626469.0,3116.39
2020-03-04,374515.0,5.025,1698855.0,3130.12
2020-03-11,380556.0,1.325,1744525.0,2741.38
2020-03-18,362576.0,0.477,1895588.0,2398.1
2020-03-25,390252.0,97.411,2186971.0,2475.56
2020-04-01,429267.0,207.828,2533908.0,2470.5
2020-04-08,698578.0,53.483,2760451.0,2749.98
2020-04-15,889815.0,3.15,2919041.0,2783.36
2020-04-22,901331.0,10.825,3103504.0,2799.31
2020-04-29,997507.0,1.45,3159142.0,2939.51
2020-05-06,1127490.0,1.175,3158938.0,2848.42
2020-05-13,1177494.0,13.825,3156929.0,2820.0
2020-05-20,1194410.0,9.726,3273303.0,2971.61
2020-05-27,1310491.0,4.326,3268144.0,3036.13
2020-06-03,1434823.0,0.013,3237461.0,3122.87
2020-06-10,1506558.0,0.012,3182228.0,3190.14
2020-06-17,1560850.0,0.001,3078491.0,3113.49
2020-06-24,1623942.0,0.001,2918756.0,3050.33
2020-07-01,1657620.0,0.002,2884819.0,3115.86
2020-07-08,1653098.0,0.001,2813967.0,3169.94
2020-07-15,1655320.0,0.001,2777603.0,3226.56
2020-07-22,1804944.0,0.0,2631780.0,3276.02
2020-07-29,1816687.0,0.001,2615272.0,3258.44
2020-08-05,1745228.0,0.0,2713287.0,3327.77
2020-08-12,1669733.0,0.103,2788961.0,3380.35
2020-08-19,1643505.0,0.112,2827685.0,3374.85
2020-08-26,1622690.0,0.009,2815794.0,3478.73
2020-09-02,1639159.0,0.014,2851916.0,3580.84
2020-09-09,1611083.0,0.001,2857463.0,3398.96
2020-09-16,1614855.0,0.055,2885412.0,3385.49
2020-09-23,1680688.0,0.001,2830499.0,3236.92
2020-09-30,1679152.0,0.85,2839316.0,3363.0
2020-10-07,1697074.0,0.011,2840860.0,3419.45
2020-10-14,1680998.0,0.0,2861929.0,3488.67
2020-10-21,1724792.0,0.0,2860480.0,3435.56
2020-10-28,1680933.0,0.005,2880781.0,3271.03
2020-11-04,1621346.0,0.0,2966737.0,3443.44
2020-11-11,1600837.0,0.0,2976170.0,3572.66
2020-11-18,1556892.0,0.103,3043822.0,3567.79
2020-11-25,1517215.0,0.0,3083636.0,3629.65
2020-12-02,1531053.0,0.001,3117307.0,3669.01
2020-12-09,1534243.0,0.003,3117480.0,3672.82
2020-12-16,1529698.0,0.026,3168240.0,3701.17
2020-12-23,1602407.0,0.857,3143041.0,3690.01
2020-12-30,1591055.0,0.652,3122156.0,3732.04
2021-01-06,1669327.0,0.004,3068284.0,3748.14
2021-01-13,1589421.0,0.0,3183917.0,3809.84
2021-01-20,1626906.0,1.806,3154624.0,3851.85
2021-01-27,1633540.0,1.152,3163008.0,3750.77
2021-02-03,1625325.0,0.178,3193118.0,3830.17
2021-02-10,1608906.0,0.0,3258919.0,3909.88
2021-02-17,1567041.0,0.05,3378907.0,3931.33
2021-02-24,1529977.0,0.001,3369020.0,3925.43
2021-03-03,1429549.0,0.507,3503120.0,3819.72
2021-03-10,1360064.0,0.1,3592010.0,3898.81
2021-03-17,1272583.0,0.0,3681030.0,3974.12
2021-03-24,1061138.0,21.902,3826375.0,3889.14
2021-03-31,1025727.0,134.307,3876162.0,3972.89
2021-04-07,1010103.0,35.035,3932949.0,4079.95
2021-04-14,925094.0,50.856,3977813.0,4124.66
2021-04-21,1015902.0,81.329,3825455.0,4173.42
2021-04-28,967689.0,166.732,3829269.0,4183.18
2021-05-05,953689.0,162.8,3873728.0,4167.59
2021-05-12,898779.0,209.257,3947565.0,4063.04
2021-05-19,866119.0,293.998,3919807.0,4115.68
2021-05-26,812473.0,450.283,3805178.0,4195.99
2021-06-02,783235.0,438.778,3814127.0,4208.12
2021-06-09,730235.0,502.904,3874371.0,4219.55
2021-06-16,653889.0,520.942,3940038.0,4223.7
2021-06-23,734689.0,813.65,3808042.0,4241.84
2021-06-30,745962.0,991.939,3780791.0,4297.5
2021-07-07,753364.0,785.72,3870568.0,4358.13
2021-07-14,704918.0,859.975,3903058.0,4374.3
2021-07-21,678103.0,886.206,3972940.0,4358.69
2021-07-28,578204.0,965.189,3984371.0,4400.64
2021-08-04,492668.0,931.755,4005578.0,4402.66
2021-08-11,434919.0,1000.46,4090506.0,4447.7
2021-08-18,338808.0,1115.656,4186711.0,4400.27
2021-08-25,301430.0,1147.089,4167748.0,4496.19
2021-09-01,277650.0,1084.115,4193981.0,4524.09
2021-09-08,253496.0,1115.229,4250506.0,4514.07
2021-09-15,230328.0,1081.342,4271184.0,4480.7
2021-09-22,308022.0,1283.281,4156747.0,4395.64
2021-09-29,197744.0,1415.84,4125348.0,4359.46
2021-10-06,135582.0,1451.175,4130050.0,4363.55
2021-10-13,77858.0,1364.701,4194503.0,4363.8
2021-10-20,83386.0,1493.961,4134714.0,4536.19
2021-10-27,213291.0,1433.37,4077170.0,4551.68
2021-11-03,280205.0,1343.985,4086336.0,4660.57
2021-11-10,259293.0,1448.623,4169041.0,4646.71
2021-11-17,211453.0,1520.0,4209802.0,4688.67
2021-11-24,164087.0,1452.897,4162810.0,4701.46
2021-12-01,152651.0,1427.347,4224865.0,4513.04
2021-12-08,115117.0,1484.192,4275806.0,4701.21
2021-12-15,104798.0,1621.097,4251431.0,4709.85
2021-12-22,84954.0,1699.277,4185009.0,4696.56
2021-12-29,211849.0,1642.506,4116196.0,4793.06
2022-01-05,389751.0,1492.787,3859731.0,4700.58
2022-01-12,456401.0,1536.981,3973554.0,4726.35
2022-01-19,488697.0,1656.576,3932521.0,4532.76
2022-01-26,614877.0,1613.046,3796174.0,4349.93
2022-02-02,675773.0,1626.895,3789714.0,4589.38
2022-02-09,686384.0,1653.153,3771911.0,4587.18
2022-02-16,692541.0,1644.134,3799973.0,4475.01
2022-02-23,697838.0,1738.322,3769869.0,4225.5
2022-03-02,682903.0,1526.211,3844716.0,4386.54
2022-03-09,652039.0,1542.504,3959659.0,4277.88
2022-03-16,570606.0,1613.637,3961721.0,4357.86
2022-03-23,614616.0,1803.186,3801095.0,4456.24
2022-03-30,575065.0,1785.939,3829680.0,4602.45
2022-04-06,574451.0,1731.472,3834183.0,4481.15
2022-04-13,547308.0,1815.555,3823644.0,4446.59
2022-04-20,711406.0,1866.56,3652101.0,4459.45
2022-04-27,944328.0,1803.162,3331982.0,4183.96
2022-05-04,945478.0,1815.656,3296085.0,4300.17
2022-05-11,945658.0,1876.119,3288552.0,3935.18
2022-05-18,886964.0,1973.373,3356377.0,3923.68
2022-05-25,821535.0,1995.75,3306180.0,3978.73
2022-06-01,789532.0,1965.015,3322030.0,4101.23
2022-06-08,723384.0,2140.277,3339405.0,4115.77
2022-06-15,656870.0,2162.924,3283954.0,3789.99
2022-06-22,758283.0,2259.458,3147556.0,3759.89
2022-06-29,756627.0,2226.976,3130087.0,3818.83
2022-07-06,700457.0,2168.026,3190627.0,3845.08
2022-07-13,652572.0,2155.29,3273436.0,3801.78
2022-07-20,613878.0,2240.204,3284324.0,3959.9
2022-07-27,602945.0,2188.994,3256875.0,4023.61
2022-08-03,594115.0,2182.238,3259011.0,4155.17
2022-08-10,557265.0,2177.646,3348147.0,4210.24
2022-08-17,545321.0,2199.631,3346750.0,4274.04
2022-08-24,535267.0,2237.072,3307365.0,4140.77
2022-08-31,612536.0,2251.025,3248654.0,3955.0
2022-09-07,581295.0,2206.987,3285498.0,3979.87
2022-09-14,593808.0,2225.579,3234928.0,3946.01
2022-09-21,692496.0,2315.9,3104032.0,3789.93
2022-09-28,689569.0,2366.798,2960598.0,3719.04
2022-10-05,633939.0,2230.799,2972874.0,3783.28
2022-10-12,608302.0,2247.206,3087912.0,3577.03
2022-10-19,607199.0,2241.835,3092044.0,3695.16
2022-10-26,634548.0,2186.856,3042838.0,3830.6
2022-11-02,598544.0,2229.861,3062727.0,3759.69
2022-11-09,527479.0,2237.812,3067888.0,3748.57
2022-11-16,502982.0,2099.07,3128277.0,3958.79
2022-11-23,479474.0,2069.174,3160730.0,4027.26
2022-11-30,511474.0,2115.913,3168995.0,4080.11
2022-12-07,432335.0,2151.549,3199048.0,3933.92
2022-12-14,355517.0,2192.864,3188634.0,3995.32
2022-12-21,459780.0,2206.965,3088621.0,3878.44
2022-12-28,427926.0,2293.003,3017889.0,3783.22
2023-01-04,423625.0,2229.542,2830144.0,3852.97
2023-01-11,372340.0,2199.17,3081237.0,3969.61
2023-01-18,339018.0,2131.678,3147332.0,3928.86
2023-01-25,491848.0,2031.561,3031889.0,4016.22
2023-02-01,560089.0,2038.262,3015506.0,4119.21
2023-02-08,493277.0,2059.604,3037584.0,4117.86
2023-02-15,490379.0,2011.998,3041038.0,4147.6
2023-02-22,477333.0,2113.849,3016577.0,3991.05
2023-03-01,381245.0,2133.95,2998303.0,3951.39
2023-03-08,333350.0,2193.237,2999720.0,3992.01
2023-03-15,232866.0,2055.823,3251482.0,3891.93
2023-03-22,259587.0,2279.608,3425075.0,3936.97
2023-03-29,183577.0,2264.862,3437592.0,4027.81
2023-04-05,168793.0,2243.011,3292058.0,4090.38
2023-04-12,109208.0,2303.862,3413989.0,4091.95
2023-04-19,166555.0,2294.677,3303152.0,4154.52
2023-04-26,291702.0,2279.561,3135655.0,4055.99
2023-05-03,269216.0,2258.222,3089706.0,4090.75
2023-05-10,197666.0,2233.149,3196429.0,4137.64
2023-05-17,116220.0,2213.676,3248878.0,4158.77
2023-05-24,61952.0,2250.709,3240172.0,4115.24
2023-05-31,48954.0,2254.859,3309447.0,4179.83
2023-06-07,44756.0,2161.556,3349751.0,4267.52
2023-06-14,102118.0,2109.105,3325261.0,4372.59
2023-06-21,276850.0,2037.102,3251558.0,4365.69
2023-06-28,390571.0,1945.211,3171567.0,4376.86
2023-07-05,415441.0,1867.061,3114989.0,4446.82
2023-07-12,514337.0,1820.146,3166607.0,4472.16
2023-07-19,531135.0,1732.804,3230457.0,4565.72
2023-07-26,543597.0,1749.733,3172244.0,4566.75
2023-08-02,517459.0,1770.186,3189533.0,4513.39
2023-08-09,444594.0,1796.519,3222856.0,4467.71
2023-08-16,435795.0,1796.725,3245971.0,4404.33
2023-08-23,413787.0,1816.533,3186789.0,4436.01
2023-08-30,470800.0,1696.819,3238345.0,4514.87
2023-09-06,470881.0,1606.244,3307291.0,4465.48
2023-09-13,521507.0,1546.225,3335459.0,4467.44
2023-09-20,640296.0,1486.984,3231649.0,4402.2
2023-09-27,681143.0,1442.805,3170324.0,4274.51
2023-10-04,668009.0,1342.031,3145720.0,4263.75
2023-10-11,709160.0,1239.382,3288945.0,4376.95
2023-10-18,759878.0,1150.781,3353881.0,4314.6
2023-10-25,834418.0,1100.617,3261886.0,4186.77
2023-11-01,820487.0,1079.462,3267216.0,4237.86
2023-11-08,772686.0,1024.451,3328908.0,4382.78
2023-11-15,738562.0,944.241,3391713.0,4502.88
2023-11-22,706017.0,931.604,3453853.0,4556.62
2023-11-29,739209.0,914.187,3441581.0,4550.58
2023-12-06,682509.0,846.498,3513374.0,4549.34
2023-12-13,658440.0,823.329,3540619.0,4707.09
2023-12-20,732196.0,779.143,3536105.0,4698.35
2023-12-27,731405.0,818.869,3446459.0,4781.58
2024-01-03,758448.0,719.897,3262895.0,4704.81
2024-01-10,747565.0,679.961,3498748.0,4783.45
2024-01-17,748883.0,590.191,3611719.0,4739.21
